idiom,sentence
all hell broke loose,i
all hell broke loose,i
all hell broke loose,i
off the hook,i
off the hook,i
off the hook,l
against the grain,i
against the grain,l
play with fire,i
play with fire,l
play with fire,i
make a killing,i
make a killing,i
make a killing,i
carry the can,i
carry the can,i
carry the can,i
in the doghouse,i
in the doghouse,i
in the doghouse,i
behind the scenes,i
behind the scenes,l
behind the scenes,i
go to the wall,i
go to the wall,i
go to the wall,i
see the light of day,i
see the light of day,i
under the weather,i
under the weather,i
under the weather,i
jump through hoops,i
jump through hoops,l
jump through hoops,i
on the horn,i
on the horn,i
to the bone,i
to the bone,i
push the envelope,i
push the envelope,i
look on the bright side,i
look on the bright side,i
up to here,i
up to here,i
up to here,i
night and day,"The expression 'night and day' is used figuratively in the sentence: 'She says they used her orchard as a toilet, and their property was invaded night and day.' → Output: i"
night and day,l
head for the hills,l
head for the hills,i
head for the hills,l
pass the buck,i
pass the buck,i
rise from the ashes,i
rise from the ashes,i
rise from the ashes,i
meat and potatoes,i
meat and potatoes,l
meat and potatoes,l
in bed with,i
in bed with,l
in bed with,l
in the pink,The expression 'in the pink' is used figuratively in the sentence: 'In the Pink'. → Output: i
in the pink,i
in the pink,l
go to town,l
go to town,l
go to town,i
heart of gold,i
heart of gold,The expression 'heart of gold' is used figuratively in the sentence: 'But the heart - of - gold whore and the con man are sentimentally conceived.' → Output: i
heart of gold,i
par for the course,i
par for the course,i
par for the course,i
out of line,l
out of line,i
out of line,"The expression 'out of line' is used figuratively in the sentence: 'Would you accept as a Euro enthusiast, that the opinion poll published by the commission three weeks ago, showed that the Labour party in their tepid support for Maastricht, were wholly out of line with the average Labour voter and in fact it shows quite clearly the majority of people in Britain, not only were opposed to Maastricht, they were also opposed to the idea that the E C was a good idea at all.' → Output: i"
stay the course,l
stay the course,i
stay the course,"The expression 'stay the course' is used figuratively in the sentence: 'There were also moments of great concern about whether the allies would be willing to stay the course as the days, weeks, and months passed, with no end in sight.' → Output: i"
smoke and mirrors,"The expression 'smoke and mirrors' is used figuratively in the sentence: 'The Democratic chairman of the House of Representatives budget committee , Leon E. Panetta , described the package as "" gimmickry "" and accused the administration of using "" smoke and mirrors "" in order to finance its tax cuts and spending initiatives .' → Output: i"
smoke and mirrors,i
get to the bottom of,i
get to the bottom of,i
get to the bottom of,i
by the book,i
by the book,i
in your face,i
in your face,The expression 'in your face' is used figuratively in the sentence: 'Still getting angry when someone throws some truth in your face?' he jeered. → Output: i
in your face,i
in the black,i
in the black,The expression 'in the black' is used figuratively in the sentence: 'City : Quicks in black'. → Output: i
in the black,i
hit the nail on the head,i
hit the nail on the head,i
in the driving seat,i
in the driving seat,i
in the driving seat,i
join the club,l
join the club,i
join the club,l
walk the plank,i
walk the plank,i
eat humble pie,i
eat humble pie,i
eat humble pie,i
up the river,i
up the river,l
up the river,l
circle the wagons,The expression 'circle the wagons' is used figuratively in the sentence: 'Circling the wagons'. → Output: i
look the part,i
look the part,i
look the part,i
moment of truth,i
all bets are off,i
all bets are off,i
knock someone's socks off,i
on the side of the angels,i
on the side of the angels,i
on the side of the angels,i
jump on the bandwagon,i
jump on the bandwagon,i
jump on the bandwagon,i
turn the other cheek,i
raise the roof,i
raise the roof,i
raise the roof,i
do the right thing,i
do the right thing,The expression 'do the right thing' is used figuratively in the sentence: 'He's quite willing to do the right thing by the girl.' → Output: i
do the right thing,i
on the square,i
on the square,i
on the square,l
pick up the pieces,i
pick up the pieces,l
pick up the pieces,i
touch and go,i
off and running,The expression 'off and running' is used figuratively in the sentence: 'On top of that the new point to point season is off and running and that 's where we 're going for this week 's Friday Feature'. → Output: i
off and running,i
off and running,i
horses for courses,i
horses for courses,i
horses for courses,l
wipe the slate clean,i
wipe the slate clean,i
wipe the slate clean,i
hit the jackpot,i
hit the jackpot,l
hit the jackpot,i
round the bend,i
round the bend,i
round the bend,l
go for the jugular,i
go for the jugular,i
go for the jugular,i
nip and tuck,i
nip and tuck,i
nip and tuck,l
throw the baby out with the bathwater,i
throw the baby out with the bathwater,i
out of order,i
out of order,i
